,test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant,GO term
1308,XLOC_001276,XLOC_001276,OPI6,IV:286997-289512,NI,I,NOTEST,4.66624,0.0,-inf,0.0,1.0,1.0,no,
1309,XLOC_001277,XLOC_001277,YDL094C,IV:289571-292140,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1310,XLOC_001278,XLOC_001278,UBX3,IV:293391-294759,NI,I,NOTEST,3.7755099999999997,2.2857,-0.724033,0.0,1.0,1.0,no,
1311,XLOC_001279,XLOC_001279,RAM1,IV:295033-296329,NI,I,OK,18.8686,19.679000000000002,0.0606707,0.08658189999999999,0.9036,0.978844,no,
1312,XLOC_001280,XLOC_001280,ASM4,IV:298416-300003,NI,I,OK,10.5827,12.1275,0.196572,0.257496,0.73775,0.954894,no,
1313,XLOC_001281,XLOC_001281,LUC7,IV:300213-300999,NI,I,OK,11.1673,10.5529,-0.0816408,-0.07967719999999999,0.9257,0.979073,no,
1314,XLOC_001282,XLOC_001282,YDL086C-A,IV:301412-302234,NI,I,OK,10.9172,30.0749,1.46195,0.904618,0.2263,0.769278,no,
1315,XLOC_001283,XLOC_001283,YDL085C-A,IV:302463-302670,NI,I,OK,160.42,144.03,-0.15548299999999998,-0.146858,0.87535,0.974366,no,
1316,XLOC_001284,XLOC_001284,RPS16B,IV:306925-307789,NI,I,OK,434.967,515.211,0.244258,0.46301499999999995,0.52205,0.897433,no,
1317,XLOC_001285,XLOC_001285,RPP1A,IV:309801-310122,NI,I,OK,513.231,620.622,0.274109,0.486037,0.52605,0.8977280000000001,no,
1318,XLOC_001286,XLOC_001286,"MRK1,THI3",IV:310530-314748,NI,I,OK,12.6272,11.1187,-0.183553,-0.272307,0.7557,0.958974,no,
1319,XLOC_001287,XLOC_001287,MDH3,IV:315356-316388,NI,I,OK,44.4283,34.6769,-0.357502,-0.574344,0.4288,0.874058,no,
1320,XLOC_001288,XLOC_001288,VAM6,IV:316970-320120,NI,I,NOTEST,1.58789,1.09617,-0.534641,0.0,1.0,1.0,no,
1321,XLOC_001289,XLOC_001289,RXT3,IV:320667-321552,NI,I,OK,20.2873,20.433,0.010325,0.0141237,0.9628,0.979664,no,
1322,XLOC_001290,XLOC_001290,SNR63,IV:323216-323471,NI,I,OK,5191.17,7482.78,0.527512,0.79898,0.26085,0.777346,no,
1323,XLOC_001291,XLOC_001291,BRE1,IV:324046-326149,NI,I,NOTEST,2.77712,4.4581800000000005,0.6828649999999999,0.0,1.0,1.0,no,
1324,XLOC_001292,XLOC_001292,YET3,IV:329835-330447,NI,I,OK,93.6984,103.133,0.138409,0.217323,0.7626,0.961082,no,
1325,XLOC_001293,XLOC_001293,YDL071C,IV:330665-333097,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1326,XLOC_001294,XLOC_001294,CBS1,IV:333120-333829,NI,I,NOTEST,1.25109,2.51963,1.0100200000000001,0.0,1.0,1.0,no,
1327,XLOC_001295,XLOC_001295,COX9,IV:334216-334396,NI,I,OK,208.21599999999998,219.695,0.0774201,0.07585560000000001,0.93345,0.979664,no,
1328,XLOC_001296,XLOC_001296,PEX19,IV:336248-337277,NI,I,NOTEST,3.67582,0.570429,-2.68795,0.0,1.0,1.0,no,
1329,XLOC_001297,XLOC_001297,SYO1,IV:338271-340282,NI,I,NOTEST,3.8364599999999998,2.7178,-0.49733900000000003,0.0,1.0,1.0,no,
1330,XLOC_001298,XLOC_001298,RPS29B,IV:340457-341268,NI,I,OK,529.4540000000001,612.205,0.209509,0.190925,0.6911,0.942989,no,
1331,XLOC_001299,XLOC_001299,RAD59,IV:344236-344953,NI,I,NOTEST,11.412,9.41813,-0.277041,0.0,1.0,1.0,no,
1332,XLOC_001300,XLOC_001300,PSA1,IV:355673-356759,NI,I,OK,106.824,194.218,0.862447,1.63657,0.02545,0.37745500000000004,no,catalytic activity
1333,XLOC_001301,XLOC_001301,MCH1,IV:359824-361285,NI,I,OK,59.1258,16.2968,-1.8592,-2.92746,0.00015,0.0130054,yes,
1334,XLOC_001302,XLOC_001302,PBP4,IV:361698-362256,NI,I,OK,34.0526,27.3579,-0.315803,-0.33662,0.685,0.941836,no,
1335,XLOC_001303,XLOC_001303,SLC1,IV:362671-363583,NI,I,OK,20.6636,18.7882,-0.137267,-0.179084,0.8023,0.968592,no,
1336,XLOC_001304,XLOC_001304,YDL050C,IV:363951-364817,NI,I,OK,58.3604,66.3871,0.18591400000000002,0.16291,0.8242,0.971607,no,
1337,XLOC_001305,XLOC_001305,KNH1,IV:365067-365874,NI,I,OK,10.6159,5.93182,-0.839678,-0.787733,0.3221,0.825042,no,
1338,XLOC_001306,XLOC_001306,STP4,IV:366738-368211,NI,I,NOTEST,6.90578,9.30026,0.429467,0.0,1.0,1.0,no,
1339,XLOC_001307,XLOC_001307,FAD1,IV:372687-373608,NI,I,OK,16.9565,15.9419,-0.08902180000000001,-0.113473,0.8696,0.9727950000000001,no,
1340,XLOC_001308,XLOC_001308,MTF2,IV:373966-375289,NI,I,NOTEST,7.325089999999999,3.79074,-0.950365,0.0,1.0,1.0,no,
1341,XLOC_001309,XLOC_001309,PRP11,IV:375679-376480,NI,I,NOTEST,7.298939999999999,3.1268599999999998,-1.2229700000000001,0.0,1.0,1.0,no,
1342,XLOC_001310,XLOC_001310,SIR2,IV:376756-378455,NI,I,NOTEST,3.1619200000000003,1.4540799999999998,-1.12069,0.0,1.0,1.0,no,
1343,XLOC_001311,XLOC_001311,NAT1,IV:378873-381438,NI,I,NOTEST,5.31623,8.364510000000001,0.653879,0.0,1.0,1.0,no,
1344,XLOC_001312,XLOC_001312,PRM7,IV:381984-384081,NI,I,NOTEST,0.0,1.06094,inf,0.0,1.0,1.0,no,
1345,XLOC_001313,XLOC_001313,BSC1,IV:384600-385587,NI,I,NOTEST,0.0,0.5331100000000001,inf,0.0,1.0,1.0,no,
1346,XLOC_001314,XLOC_001314,PUS9,IV:387512-388901,NI,I,NOTEST,3.01063,2.48391,-0.277457,0.0,1.0,1.0,no,
1347,XLOC_001315,XLOC_001315,GPR1,IV:389171-392127,NI,I,NOTEST,2.22315,1.6964299999999999,-0.390102,0.0,1.0,1.0,no,
1348,XLOC_001316,XLOC_001316,SLM3,IV:392658-394001,NI,I,NOTEST,8.11771,5.62633,-0.528877,0.0,1.0,1.0,no,
1349,XLOC_001317,XLOC_001317,MPS1,IV:400996-403291,NI,I,NOTEST,0.555396,0.295977,-0.908033,0.0,1.0,1.0,no,
1350,XLOC_001318,XLOC_001318,MRX9,IV:403694-405060,NI,I,NOTEST,5.3129599999999995,6.05682,0.189045,0.0,1.0,1.0,no,
1351,XLOC_001319,XLOC_001319,RTK1,IV:405343-407206,NI,I,NOTEST,4.456580000000001,3.9191800000000003,-0.185383,0.0,1.0,1.0,no,
1352,XLOC_001320,XLOC_001320,"DIA3,YDL022C-A",IV:408450-410056,NI,I,OK,17.3209,10.4857,-0.7240949999999999,-0.586033,0.5248,0.8977280000000001,no,
1353,XLOC_001321,XLOC_001321,YDL023C,IV:411760-413000,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1354,XLOC_001322,XLOC_001322,RPN4,IV:415112-416708,NI,I,NOTEST,9.869710000000001,10.4235,0.07875460000000001,0.0,1.0,1.0,no,
1355,XLOC_001323,XLOC_001323,OSH2,IV:417662-421514,NI,I,NOTEST,2.43858,2.8359900000000002,0.217808,0.0,1.0,1.0,no,
1356,XLOC_001324,XLOC_001324,ERP3,IV:422832-423510,NI,I,OK,31.551,23.0797,-0.45106,-0.57393,0.41635,0.869433,no,
1357,XLOC_001325,XLOC_001325,YDL016C,IV:424208-425872,NI,I,NOTEST,3.9226,0.0,-inf,0.0,1.0,1.0,no,
1358,XLOC_001326,XLOC_001326,TSC13,IV:426001-426934,NI,I,OK,83.9288,42.4743,-0.982575,-1.7066599999999998,0.0243,0.372988,no,
1359,XLOC_001327,XLOC_001327,YDL012C,IV:431107-431517,NI,I,NOTEST,0.0,13.4886,inf,0.0,1.0,1.0,no,
1360,XLOC_001328,XLOC_001328,YDL011C,IV:432307-433248,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1361,XLOC_001329,XLOC_001329,YDL009C,IV:432307-433248,NI,I,NOTEST,3.46173,4.1685099999999995,0.26803899999999997,0.0,1.0,1.0,no,
1362,XLOC_001330,XLOC_001330,tT(AGU)D,IV:434263-434336,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1363,XLOC_001331,XLOC_001331,YDL007C-A,IV:436566-436824,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1364,XLOC_001332,XLOC_001332,MED2,IV:441013-442309,NI,I,NOTEST,4.77969,5.515630000000001,0.20660900000000001,0.0,1.0,1.0,no,
1365,XLOC_001333,XLOC_001333,NHP10,IV:446966-447578,NI,I,OK,38.1471,57.8588,0.600964,0.931475,0.31735,0.8210149999999999,no,
1366,XLOC_001334,XLOC_001334,NTH1,IV:450219-452475,NI,I,OK,15.7848,10.5473,-0.581663,-0.908128,0.2075,0.767458,no,
1367,XLOC_001335,XLOC_001335,MAF1,IV:456835-458103,NI,I,OK,11.7525,14.6733,0.320221,0.39538,0.575,0.90775,no,
1368,XLOC_001336,XLOC_001336,SOK1,IV:458541-461247,NI,I,NOTEST,3.5597199999999996,6.55117,0.8799899999999999,0.0,1.0,1.0,no,
1369,XLOC_001337,XLOC_001337,YDR008C,IV:461841-462602,NI,I,OK,30.2426,28.6383,-0.0786368,-0.0473452,0.9296,0.979664,no,
1370,XLOC_001338,XLOC_001338,YDR010C,IV:465050-465383,NI,I,NOTEST,0.0,3.71915,inf,0.0,1.0,1.0,no,
1371,XLOC_001339,XLOC_001339,YDR015C,IV:477796-478285,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1372,XLOC_001340,XLOC_001340,DAD1,IV:478473-478758,NI,I,NOTEST,8.77812,7.28245,-0.269489,0.0,1.0,1.0,no,
1373,XLOC_001341,XLOC_001341,KCS1,IV:479114-482267,NI,I,NOTEST,0.9404959999999999,1.6986900000000003,0.852928,0.0,1.0,1.0,no,
1374,XLOC_001342,XLOC_001342,YDR018C,IV:482669-483860,NI,I,NOTEST,2.55057,3.7696099999999997,0.563596,0.0,1.0,1.0,no,
1375,XLOC_001343,XLOC_001343,GCV1,IV:484162-485365,NI,I,OK,186.188,150.196,-0.309915,-0.647384,0.40465,0.865906,no,
1376,XLOC_001344,XLOC_001344,DAS2,IV:485745-486444,NI,I,OK,14.9744,17.7934,0.248838,0.25997,0.7170000000000001,0.948392,no,
1377,XLOC_001345,XLOC_001345,YDR022C,IV:488071-488662,NI,I,NOTEST,8.205110000000001,8.59677,0.0672725,0.0,1.0,1.0,no,
1378,XLOC_001346,XLOC_001346,tV(UAC)D,IV:488796-488870,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1379,XLOC_001347,XLOC_001347,NSI1,IV:492555-494268,NI,I,NOTEST,2.57844,4.08661,0.664403,0.0,1.0,1.0,no,
1380,XLOC_001348,XLOC_001348,VPS54,IV:494648-497318,NI,I,NOTEST,1.83847,2.82305,0.618753,0.0,1.0,1.0,no,
1381,XLOC_001349,XLOC_001349,REG1,IV:497834-500879,NI,I,NOTEST,1.21331,1.2386700000000002,0.029840600000000002,0.0,1.0,1.0,no,
1382,XLOC_001350,XLOC_001350,RAD28,IV:501752-503273,NI,I,NOTEST,2.45622,2.74755,0.161706,0.0,1.0,1.0,no,
1383,XLOC_001351,XLOC_001351,PST2,IV:504098-504695,NI,I,OK,59.0259,65.7068,0.154694,0.208648,0.76545,0.961082,no,oxidoreductase activity
1384,XLOC_001351,XLOC_001351,PST2,IV:504098-504695,NI,I,OK,59.0259,65.7068,0.154694,0.208648,0.76545,0.961082,no,coenzyme binding
1385,XLOC_001351,XLOC_001351,PST2,IV:504098-504695,NI,I,OK,59.0259,65.7068,0.154694,0.208648,0.76545,0.961082,no,cofactor binding
1386,XLOC_001351,XLOC_001351,PST2,IV:504098-504695,NI,I,OK,59.0259,65.7068,0.154694,0.208648,0.76545,0.961082,no,catalytic activity
1387,XLOC_001352,XLOC_001352,-,IV:506071-507599,NI,I,OK,10.9635,7.22083,-0.602468,-0.6981109999999999,0.32105,0.823284,no,
1388,XLOC_001353,XLOC_001353,LYS14,IV:509736-513528,NI,I,NOTEST,7.46122,5.0082699999999996,-0.575099,0.0,1.0,1.0,no,
1389,XLOC_001354,XLOC_001354,YDR034C-D,IV:514042-519356,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1390,XLOC_001355,XLOC_001355,YDR034C-A,IV:520515-520692,NI,I,OK,472.81699999999995,225.14,-1.07046,-1.2435399999999999,0.1055,0.623024,no,
1391,XLOC_001356,XLOC_001356,EHD3,IV:523210-524713,NI,I,NOTEST,6.16056,10.0666,0.70844,0.0,1.0,1.0,no,
1392,XLOC_001357,XLOC_001357,ENA5,IV:527421-530697,NI,I,NOTEST,1.05257,0.972191,-0.114601,0.0,1.0,1.0,no,
1393,XLOC_001358,XLOC_001358,ENA2,IV:531306-534582,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1394,XLOC_001359,XLOC_001359,ENA1,IV:535191-538467,NI,I,NOTEST,1.28109,0.54957,-1.2209999999999999,0.0,1.0,1.0,no,
1395,XLOC_001360,XLOC_001360,YDR042C,IV:540600-541203,NI,I,OK,0.0,11.4941,inf,,0.0005,0.030846199999999997,yes,
1396,XLOC_001361,XLOC_001361,SNR47,IV:541601-541700,NI,I,OK,12944.3,1600.2,-3.01599,-3.77461,0.00015,0.0130054,yes,
1397,XLOC_001362,XLOC_001362,NRG1,IV:542673-543369,NI,I,OK,187.226,188.138,0.00701432,0.013039400000000001,0.98985,0.99,no,
1398,XLOC_001363,XLOC_001363,RPC11,IV:547977-548310,NI,I,OK,46.2619,74.2423,0.682417,0.6745939999999999,0.33955,0.828551,no,
1399,XLOC_001364,XLOC_001364,BAP3,IV:548761-550576,NI,I,OK,29.9882,29.184,-0.0392154,-0.0665742,0.92485,0.979073,no,
1400,XLOC_001365,XLOC_001365,YDR048C,IV:553083-555152,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1401,XLOC_001366,XLOC_001366,TPI1,IV:555725-556472,NI,I,OK,352.88800000000003,750.225,1.0881100000000001,2.34465,0.0056,0.16634100000000002,no,catalytic activity
1402,XLOC_001367,XLOC_001367,DET1,IV:557055-558060,NI,I,OK,17.335,17.6792,0.028360900000000005,0.0390417,0.9583,0.979664,no,
1403,XLOC_001368,XLOC_001368,DBF4,IV:558510-560644,NI,I,NOTEST,0.643848,1.84643,1.51995,0.0,1.0,1.0,no,
1404,XLOC_001369,XLOC_001369,CDC34,IV:561439-562327,NI,I,OK,11.7818,12.5397,0.08994400000000001,0.11549300000000001,0.9084,0.9789950000000001,no,
1405,XLOC_001370,XLOC_001370,EMC10,IV:565022-565640,NI,I,OK,26.7459,52.8247,0.9818959999999999,1.31236,0.09625,0.606621,no,
1406,XLOC_001371,XLOC_001371,TGL2,IV:567722-568703,NI,I,OK,21.4477,6.5172300000000005,-1.71849,-1.90143,0.0233,0.364404,no,
1407,XLOC_001372,XLOC_001372,UBC5,IV:569233-569770,NI,I,OK,60.9466,27.541999999999998,-1.14591,-1.2425,0.10005,0.6103689999999999,no,
1408,XLOC_001373,XLOC_001373,RPS13,IV:579436-580452,NI,I,OK,151.308,108.191,-0.48391000000000006,-0.48700699999999997,0.48025,0.8920170000000001,no,
1409,XLOC_001374,XLOC_001374,RTR2,IV:581907-582498,NI,I,OK,23.5781,12.4945,-0.916156,-0.901334,0.20305,0.76218,no,
1410,XLOC_001375,XLOC_001375,OCA6,IV:582790-583465,NI,I,OK,48.5818,18.3689,-1.40315,-1.7584,0.0288,0.406484,no,
1411,XLOC_001376,XLOC_001376,DOA4,IV:584938-587719,NI,I,NOTEST,2.07435,1.6660700000000002,-0.316204,0.0,1.0,1.0,no,
1412,XLOC_001377,XLOC_001377,FMP16,IV:588097-588379,NI,I,OK,28.1297,14.8013,-0.926377,-0.6834279999999999,0.6072,0.920955,no,
1413,XLOC_001378,XLOC_001378,PAA1,IV:588826-589402,NI,I,OK,35.2752,47.5721,0.43146,0.5624939999999999,0.4275,0.874058,no,
1414,XLOC_001379,XLOC_001379,IPT1,IV:589760-591344,NI,I,OK,44.2128,38.491,-0.199942,-0.346553,0.6263,0.9294709999999999,no,
1415,XLOC_001380,XLOC_001380,SHU2,IV:602197-602869,NI,I,NOTEST,8.345139999999999,6.23474,-0.420608,0.0,1.0,1.0,no,
1416,XLOC_001381,XLOC_001381,TFB5,IV:603592-603811,NI,I,OK,8.66703,39.1626,2.17587,1.23806,0.33875,0.828551,no,
1417,XLOC_001382,XLOC_001382,PDC2,IV:607303-610081,NI,I,NOTEST,2.25671,0.9200659999999999,-1.29441,0.0,1.0,1.0,no,
1418,XLOC_001383,XLOC_001383,TVP23,IV:613404-614004,NI,I,OK,36.4194,29.3154,-0.313046,-0.400866,0.57175,0.9065290000000001,no,
1419,XLOC_001384,XLOC_001384,AFR1,IV:614287-616150,NI,I,NOTEST,3.06013,4.29375,0.48864300000000005,0.0,1.0,1.0,no,
1420,XLOC_001385,XLOC_001385,SSS1,IV:616927-617170,NI,I,OK,42.0273,48.3406,0.201907,0.124446,0.8615,0.971607,no,
1421,XLOC_001386,XLOC_001386,RRP1,IV:617469-618306,NI,I,OK,19.238,16.6494,-0.20848699999999998,-0.284584,0.737,0.954894,no,
1422,XLOC_001387,XLOC_001387,SLU7,IV:618496-619645,NI,I,NOTEST,2.03399,0.73665,-1.46526,0.0,1.0,1.0,no,
1423,XLOC_001388,XLOC_001388,tR(ACG)D,IV:619968-620041,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1424,XLOC_001389,XLOC_001389,YDR090C,IV:625065-625998,NI,I,OK,31.1277,21.0383,-0.56518,-0.7856350000000001,0.2729,0.790419,no,
1425,XLOC_001390,XLOC_001390,RLI1,IV:626707-628534,NI,I,OK,20.8387,29.3307,0.49314399999999997,0.7902680000000001,0.2853,0.794401,no,
1426,XLOC_001391,XLOC_001391,YDR095C,IV:631281-636527,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1427,XLOC_001392,XLOC_001392,MSH6,IV:640108-643837,NI,I,NOTEST,1.69658,2.9941299999999997,0.819509,0.0,1.0,1.0,no,
1428,XLOC_001393,XLOC_001393,GRX3,IV:644177-644930,NI,I,OK,50.4319,57.1697,0.18091400000000002,0.282158,0.6959,0.944751,no,
1429,XLOC_001394,XLOC_001394,tQ(UUG)D2,IV:645152-645224,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1430,XLOC_001395,XLOC_001395,YDR098C-B,IV:645857-651126,NI,I,NOTEST,0.0,0.088149,inf,0.0,1.0,1.0,no,
1431,XLOC_001396,XLOC_001396,ARX1,IV:654989-657467,NI,I,OK,15.058,9.27248,-0.699498,-0.9795879999999999,0.19365,0.7568090000000001,no,
1432,XLOC_001397,XLOC_001397,YDR102C,IV:657647-657980,NI,I,NOTEST,3.20797,0.0,-inf,0.0,1.0,1.0,no,
1433,XLOC_001398,XLOC_001398,SPO71,IV:661172-664910,NI,I,NOTEST,0.448137,0.27721599999999996,-0.6929270000000001,0.0,1.0,1.0,no,
1434,XLOC_001399,XLOC_001399,TMS1,IV:665348-666770,NI,I,OK,32.0529,13.5292,-1.2443799999999998,-1.87297,0.01185,0.250306,no,
1435,XLOC_001400,XLOC_001400,tI(AAU)D,IV:668006-668080,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1436,XLOC_001401,XLOC_001401,TMN2,IV:669015-671034,NI,I,OK,13.2392,10.1642,-0.381311,-0.560046,0.43665,0.875217,no,
1437,XLOC_001402,XLOC_001402,YDR109C,IV:673519-675667,NI,I,NOTEST,4.1328,3.53956,-0.223546,0.0,1.0,1.0,no,
1438,XLOC_001403,XLOC_001403,ALT2,IV:678240-679852,NI,I,OK,9.94855,10.8862,0.129944,0.155097,0.8293,0.971607,no,
1439,XLOC_001404,XLOC_001404,PDS1,IV:680495-681617,NI,I,NOTEST,2.26824,1.39473,-0.701591,0.0,1.0,1.0,no,
1440,XLOC_001405,XLOC_001405,YDR114C,IV:681923-682492,NI,I,NOTEST,0.0,3.26911,inf,0.0,1.0,1.0,no,
1441,XLOC_001406,XLOC_001406,MRPL1,IV:682723-683581,NI,I,OK,35.5183,54.1818,0.609244,0.8828440000000001,0.2456,0.770695,no,
1442,XLOC_001407,XLOC_001407,TMA64,IV:683945-685643,NI,I,NOTEST,0.647042,0.6209359999999999,-0.05941419999999999,0.0,1.0,1.0,no,
1443,XLOC_001408,XLOC_001408,TRM1,IV:691548-693261,NI,I,OK,14.9401,20.9377,0.48691599999999996,0.742386,0.34595,0.832564,no,
1444,XLOC_001409,XLOC_001409,INO2,IV:694641-699468,NI,I,NOTEST,6.10693,10.5172,0.7842279999999999,0.0,1.0,1.0,no,
1445,XLOC_001410,XLOC_001410,ECM18,IV:701396-702758,NI,I,NOTEST,5.20982,2.6468700000000003,-0.9769450000000001,0.0,1.0,1.0,no,
1446,XLOC_001411,XLOC_001411,SAC6,IV:713232-715395,NI,I,OK,26.5582,22.7463,-0.22352199999999997,-0.393411,0.59215,0.91571,no,
1447,XLOC_001412,XLOC_001412,FIN1,IV:715746-716622,NI,I,NOTEST,5.55296,4.84941,-0.195446,0.0,1.0,1.0,no,
1448,XLOC_001413,XLOC_001413,YDR131C,IV:716789-718460,NI,I,NOTEST,3.95225,1.7228900000000003,-1.19785,0.0,1.0,1.0,no,
1449,XLOC_001414,XLOC_001414,YDR132C,IV:718815-720303,NI,I,NOTEST,3.00422,3.9741800000000005,0.403663,0.0,1.0,1.0,no,
1450,XLOC_001415,XLOC_001415,YDR133C,IV:720961-721297,NI,I,OK,84.755,58.6636,-0.530834,-0.573186,0.43445,0.875217,no,
1451,XLOC_001416,XLOC_001416,YCF1,IV:723003-727551,NI,I,NOTEST,2.84932,5.2074,0.869944,0.0,1.0,1.0,no,
1452,XLOC_001417,XLOC_001417,VPS61,IV:727710-730250,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1453,XLOC_001418,XLOC_001418,RUB1,IV:733617-733924,NI,I,OK,22.1026,129.718,2.55309,2.91214,0.157,0.723644,no,
1454,XLOC_001419,XLOC_001419,DOP1,IV:734900-739997,NI,I,NOTEST,2.10035,2.07508,-0.017465400000000002,0.0,1.0,1.0,no,
1455,XLOC_001420,XLOC_001420,PEX7,IV:740472-741600,NI,I,OK,23.611,10.8972,-1.11551,-1.37107,0.06605,0.52664,no,
1456,XLOC_001421,XLOC_001421,SAN1,IV:742041-743874,NI,I,NOTEST,3.9984300000000004,10.0581,1.33085,0.0,1.0,1.0,no,
1457,XLOC_001422,XLOC_001422,MKC7,IV:744310-746101,NI,I,OK,10.4271,8.54861,-0.286581,-0.390701,0.5871,0.9138360000000001,no,
1458,XLOC_001423,XLOC_001423,SWI5,IV:748612-750742,NI,I,NOTEST,0.0,0.8808090000000001,inf,0.0,1.0,1.0,no,
1459,XLOC_001424,XLOC_001424,KGD2,IV:753674-755066,NI,I,OK,17.3917,25.9433,0.576963,0.888265,0.24735,0.770695,no,catalytic activity
1460,XLOC_001425,XLOC_001425,YDR149C,IV:755554-763874,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1461,XLOC_001426,XLOC_001426,CTH1,IV:764177-765155,NI,I,OK,23.5352,19.3316,-0.28385900000000003,-0.390045,0.63495,0.9294709999999999,no,
1462,XLOC_001427,XLOC_001427,ENT5,IV:766735-767971,NI,I,OK,11.1424,18.0921,0.6993020000000001,1.10775,0.2354,0.769278,no,
1463,XLOC_001428,XLOC_001428,"CPR1,YDR154C",IV:768402-769000,NI,I,OK,601.075,901.582,0.584913,1.0545200000000001,0.1548,0.718666,no,
1464,XLOC_001429,XLOC_001429,NBP2,IV:780211-781297,NI,I,OK,12.7673,26.0209,1.02722,1.26698,0.0994,0.6103689999999999,no,
1465,XLOC_001430,XLOC_001430,SEC1,IV:782030-784221,NI,I,NOTEST,1.34859,1.40408,0.0581698,0.0,1.0,1.0,no,
1466,XLOC_001431,XLOC_001431,SEC5,IV:786305-789221,NI,I,NOTEST,1.91631,1.30829,-0.550652,0.0,1.0,1.0,no,
1467,XLOC_001432,XLOC_001432,STB3,IV:792347-793889,NI,I,NOTEST,4.21012,3.74966,-0.167101,0.0,1.0,1.0,no,
1468,XLOC_001433,XLOC_001433,YDR169C-A,IV:794573-794723,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1469,XLOC_001434,XLOC_001434,SEC7,IV:796192-802222,NI,I,NOTEST,2.32843,2.52482,0.11682000000000001,0.0,1.0,1.0,no,
1470,XLOC_001435,XLOC_001435,tQ(UUG)D3,IV:802730-802802,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
1471,XLOC_001436,XLOC_001436,ARG82,IV:810564-811632,NI,I,NOTEST,7.502039999999999,5.92795,-0.339748,0.0,1.0,1.0,no,
1472,XLOC_001437,XLOC_001437,RSM24,IV:813192-814152,NI,I,OK,11.0049,13.136,0.25538299999999997,0.29251900000000003,0.7083,0.94686,no,
1473,XLOC_001438,XLOC_001438,CSN9,IV:818707-819196,NI,I,NOTEST,6.602410000000001,2.5984700000000003,-1.34533,0.0,1.0,1.0,no,
1474,XLOC_001439,XLOC_001439,SAS4,IV:825909-827355,NI,I,NOTEST,1.02306,3.4044,1.7345099999999998,0.0,1.0,1.0,no,
1475,XLOC_001440,XLOC_001440,"ATC1,YDR183C-A",IV:830396-831513,NI,I,OK,11.5648,7.43003,-0.638303,-0.44782700000000003,0.54085,0.900739,no,
1476,XLOC_001441,XLOC_001441,UPS3,IV:831933-832473,NI,I,OK,27.2215,15.0662,-0.8534280000000001,-0.8800469999999999,0.2497,0.771125,no,
1477,XLOC_001442,XLOC_001442,SND1,IV:832858-835492,NI,I,NOTEST,6.58674,7.515610000000001,0.190324,0.0,1.0,1.0,no,
1478,XLOC_001443,XLOC_001443,YDR187C,IV:836227-838061,NI,I,NOTEST,4.50876,10.9282,1.27726,0.0,1.0,1.0,no,
1479,XLOC_001444,XLOC_001444,RVB1,IV:840603-841995,NI,I,OK,17.5106,15.6825,-0.159072,-0.24825999999999998,0.77245,0.9627110000000001,no,
1480,XLOC_001445,XLOC_001445,NUP42,IV:843568-844952,NI,I,NOTEST,3.27438,5.54038,0.758763,0.0,1.0,1.0,no,
1481,XLOC_001446,XLOC_001446,MSS116,IV:845118-847960,NI,I,NOTEST,6.4238,5.994619999999999,-0.099758,0.0,1.0,1.0,no,
1482,XLOC_001447,XLOC_001447,CAB5,IV:850273-850999,NI,I,OK,12.8753,18.5016,0.523041,0.552686,0.4435,0.879597,no,
1483,XLOC_001448,XLOC_001448,RKM2,IV:852532-853972,NI,I,NOTEST,4.76334,2.4443799999999998,-0.9625049999999999,0.0,1.0,1.0,no,
1484,XLOC_001449,XLOC_001449,VPS64,IV:854174-856093,NI,I,NOTEST,0.718681,0.9510629999999999,0.40419,0.0,1.0,1.0,no,
1485,XLOC_001450,XLOC_001450,RAV2,IV:856897-857999,NI,I,NOTEST,6.3810400000000005,4.40411,-0.534941,0.0,1.0,1.0,no,
1486,XLOC_001451,XLOC_001451,UME6,IV:865011-867522,NI,I,NOTEST,1.59395,1.27386,-0.323394,0.0,1.0,1.0,no,
